"fid","updatepknm","sum_Total","sum_Hispanic.or.Latino","sum_Not.Hispanic.or.Latino","sum_Population.of.one.race","sum_White.alone","sum_Black.or.African.American.alone","sum_American.Indian.and.Alaska.Native.alone","sum_Asian.alone","sum_Native.Hawaiian.and.Other.Pacific.Islander.alone","sum_Some.Other.Race.alone","sum_Population.of.two.or.more.races","sum_Total.parcels","sum_Occupied","sum_Vacant","sum_Poverty.status.determined.total","sum_Below.poverty.level.","sum_Under.5.years","sum_X5.to.9.years","sum_X10.to.14.years","sum_X15.to.19.years","sum_X20.to.24.years","sum_X25.to.29.years","sum_X30.to.34.years","sum_X35.to.39.years","sum_X40.to.44.years","sum_X45.to.49.years","sum_X50.to.54.years","sum_X55.to.59.years","sum_X60.to.64.years","sum_X65.to.69.years","sum_X70.to.74.years","sum_X75.to.79.years","sum_X80.to.84.years","sum_X85.years.and.over","sum_Total_pct","sum_Hispanic.or.Latino_pct","sum_Not.Hispanic.or.Latino_pct","sum_Population.of.one.race_pct","sum_White.alone_pct","sum_Black.or.African.American.alone_pct","sum_American.Indian.and.Alaska.Native.alone_pct","sum_Asian.alone_pct","sum_Native.Hawaiian.and.Other.Pacific.Islander.alone_pct","sum_Some.Other.Race.alone_pct","sum_Population.of.two.or.more.races_pct","sum_Poverty.status.determined.total_pct","sum_Below.poverty.level._pct","sum_Under.5.years_pct","sum_X5.to.9.years_pct","sum_X10.to.14.years_pct","sum_X15.to.19.years_pct","sum_X20.to.24.years_pct","sum_X25.to.29.years_pct","sum_X30.to.34.years_pct","sum_X35.to.39.years_pct","sum_X40.to.44.years_pct","sum_X45.to.49.years_pct","sum_X50.to.54.years_pct","sum_X55.to.59.years_pct","sum_X60.to.64.years_pct","sum_X65.to.69.years_pct","sum_X70.to.74.years_pct","sum_X75.to.79.years_pct","sum_X80.to.84.years_pct","sum_X85.years.and.over_pct","sum_Total.parcels_pct","sum_Vacant_pct","sum_Occupied_pct"
1,"Able Long Park",1146.72773213414,101.95943646657,1044.76829566757,982.777605811628,825.93375508893,117.59969906131,0.690960541803504,30.9412458333833,0.210866125763112,7.40107916043902,61.9906898559443,1764.92461616976,1594.44206449758,170.482551672179,1067.21726469569,82.2938611263808,36.9572152993961,51.9653167633875,45.663669274152,39.0202863979491,39.0864942646242,123.588124466745,96.8265868255897,68.7455838831179,91.691283243223,63.6810497049852,53.8565560909005,82.1384908675369,70.2256892566854,60.8935780853868,49.2601611633959,35.8415837276469,12.4398582543672,47.8700345364778,100,8.8913378136252,91.1086621863748,85.7027852620786,72.0252708593528,10.2552415683231,0.0602549779203104,2.69822076909219,0.018388508436146,0.645408578954054,5.40587692429616,93.0663168588,7.17640803656383,3.2228413304888,4.53161768981346,3.98208467402882,3.40275074060776,3.4085243749954,10.77746015933,8.44372941477473,5.99493514953,7.99590702080423,5.55328417727111,4.69654256906036,7.16285902623732,6.12400723282329,5.31020366726978,4.2957155201714,3.12555306052843,1.08481358789639,4.17449000273049,100,9.65948064355064,90.3405193564494
2,"Albert Turk Graham Park",951.864208925408,64.4917879563968,887.372420969011,861.769947714525,656.449997009963,166.915819919582,7.48989048867207,28.2306209380795,0.0151305772976655,2.66848878093072,25.6024732544862,391.69403590223,324.524362110149,67.1696737920815,206.240940415033,77.3586392824058,7.09928557392594,1.17055285563639,10.9908528482948,520.543984752592,388.540763213847,13.975546871834,34.4753888891777,12.6563500663287,24.6067565858648,5.42249354049137,6.06466427892711,11.6823728980413,7.89711521651286,8.35098067322464,5.67198710264528,6.22682981462526,0.687457312945227,0.970583717479211,100,6.7753138894889,93.2246861105111,90.534967029321,68.9646685792558,17.5356756094463,0.786865439255004,2.96582439736336,0.00158957308781963,0.280343430912616,2.68971908119013,21.6670548678225,8.1270667136165,0.745829657986675,0.122974773571733,1.15466604850106,54.6867903921141,40.8189276968912,1.46822905418531,3.62188099583009,1.32963819289066,2.58511207324879,0.569670914154133,0.63713544663831,1.22731507167707,0.829647248259096,0.877328992404531,0.595881959785901,0.654172071629307,0.0722222042281978,0.101966615445593,100,17.1485056282163,82.8514943717837
3,"Alcoa Park",1785.86381912882,89.3592074719974,1696.50461165682,1626.82987710182,1235.62960463095,245.77563155089,2.06064613877435,129.074397303573,0.551187085759572,13.7384103918795,69.6747345549955,3904.58642211119,3219.79577273556,684.790649375632,1428.53044138839,195.437821070358,17.5451033724784,13.3409876339553,20.575302005177,166.866961207568,239.158556847665,263.347896576513,166.932126859593,149.861092811354,78.0142799491805,50.4811005115671,73.0728107983704,89.830965409488,146.371411617162,111.239881051639,50.9211555400255,29.2445504201986,13.8069960096127,18.1941006006281,100,5.00369661532136,94.9963033846786,91.0948449527034,69.1894640227223,13.7622829310011,0.115386521452659,7.22756102234817,0.0308638922999433,0.769286562879212,3.9014584319752,79.9910063738934,10.9436015768378,0.982443520303655,0.747032751940926,1.15212043520844,9.34376739257582,13.3917577749199,14.7462473765206,9.34741636352909,8.39151850248355,4.36843387012777,2.82670492401783,4.09173476810885,5.03011284775955,8.19611271863746,6.22891173784483,2.85134594220437,1.63755769655856,0.77312703587601,1.01878432194811,100,17.5381096829551,82.4618903170449
7,"Allegheny Landing Park",1786.52741251527,91.8333803568916,1694.69403215837,1626.73256752811,1225.09266430592,243.756685616827,2.27834503541637,140.107044242258,0.482243791065646,15.0155845366225,67.9614646302685,3875.602084971,3212.01394519638,663.588139774618,1397.22523369002,193.130906087975,12.1244807457846,11.6046027768849,24.9634002348831,182.740617077023,265.360824720632,273.560739273114,165.602280327462,138.766822391047,73.2958453254688,46.0230072198125,68.4765639650637,73.635654286433,139.360200287386,112.775412785144,50.3285659263289,26.4817821515654,14.3523116018377,16.6785862947745,100,5.14032864615263,94.8596713538474,91.0555615397928,68.573963977474,13.6441615118371,0.127529251410067,7.8424234221517,0.026993360845591,0.840490016074366,3.80410981405458,78.2090005393681,10.810408210645,0.678661892386778,0.6495619768043,1.39731414474838,10.2288168542425,14.8534426542623,15.3124288693654,9.26950681905906,7.76740515812605,4.10269917002141,2.57611536757874,3.83294224792527,4.12171981076746,7.80061919627527,6.31254869055529,2.81711691484604,1.48230483148767,0.803363637260455,0.933575727858133,100,17.1221948287187,82.8778051712813
8,"Allegheny Riverfront Park",2284.69552774413,125.660681467327,2159.0348462768,2084.34861983162,1634.01163987006,255.460681209757,1.73612133399275,169.829187048125,0.0948911980423361,23.2160991716357,74.686226445181,4909.99051670904,3935.50381532803,974.486701381009,1597.1323579971,192.964001265615,8.9134167205224,9.31815414595825,15.7194066702203,315.293238630954,382.368150597512,332.754371116599,142.399381574419,177.903958487506,103.271329824494,54.0917736811621,65.7396310185391,68.7713405252006,178.605967841442,151.652074940977,53.5786887723925,30.7957120341297,14.505610822658,18.6939860106664,100,5.50010624791664,94.4998937520834,91.2309143393681,71.5198861304492,11.1813884216771,0.0759891772409152,7.43334002215216,0.00415334108593587,1.01615724676272,3.26897941271523,69.9056980942262,8.44593946643492,0.390135867658628,0.407851025784554,0.688030701655089,13.8002300438811,16.7360659638992,14.564495228174,6.23275092217744,7.78676879816742,4.52013533402687,2.36757034030576,2.87739132940176,3.01008776399648,7.8174954024528,6.63773676183082,2.34511286610235,1.34791317530774,0.634903454158751,0.818226576962078,100,19.847017994531,80.152982005469
9,"Alpine Gardens Park",2252.27793192464,76.7696142878693,2175.50831763677,2082.80757194481,1254.03512049781,771.079770185837,4.02327123704772,42.1645276324912,0.0648170615136975,11.4400653301077,92.7007456919618,4187.78997883341,3511.87771413591,675.912264697504,2249.397718096,594.754364956156,143.103786854154,149.272144816577,85.425310280851,39.5146514942737,47.2646690335548,288.190777452369,309.08434527223,178.940139396725,176.495463200922,67.8826903802239,184.302906593681,133.314502788115,127.301544089393,116.747204019992,60.7172064745828,69.7649923059346,35.2519232436022,50.3214014944422,100,3.4085320110679,96.5914679889321,92.4756018083872,55.6785245161195,34.2355514502123,0.17863120621218,1.87208368180655,0.00287784471867153,0.507933109317988,4.11586618054488,99.8721199640677,26.4067927197564,6.35373569246258,6.62760766336773,3.79284053135718,1.75443052272449,2.0985273781538,12.7955246271983,13.7231884613862,7.94485160380787,7.83630921829,3.01395708842275,8.18295575254289,5.91909643558929,5.65212411332424,5.18351675719824,2.69581323041682,3.09753034104092,1.56516754632846,2.23424475199831,100,16.1400707321477,83.8599292678523
10,"Alton Park",643.277302175443,80.1011123327895,563.176189842654,532.871642074371,429.300517987917,88.4913263193805,1.08543605936036,10.4195038911949,0.000337002001936741,3.57452081451625,30.3045477682832,953.130018710737,863.628112149729,89.5019065610075,579.951899787809,45.5201987154406,17.2493218777864,36.4854714079327,26.4091183013163,20.8194616662775,30.268151552074,38.911495415423,65.6799819707142,29.8501449497621,57.0002005178526,13.885805689786,41.4481388261554,40.0967254406601,40.3832598889132,45.0199636246561,16.1881499625655,11.8288816210234,4.51096061571713,46.5527254604969,100,12.452034614295,87.547965385705,82.8370036176154,66.7364628809539,13.7563265515695,0.168735327002775,1.61975307631065,5.2388293632787e-05,0.555673393484876,4.71096176808957,90.155815824143,7.07629486715912,2.68147528592296,5.67181078588436,4.10540185577908,3.23646763159061,4.70530383237723,6.04894580981353,10.210212881536,4.64032305334178,8.86090653674373,2.15860339589581,6.44327705734146,6.23319450337521,6.27773741625028,6.99853134447727,2.51651191606174,1.83884641678174,0.701246663058359,7.23680523206155,100,9.39031452204951,90.6096854779505
11,"Ammon Park",1825.65215525925,33.8109715893803,1791.84118366987,1728.88723955628,521.941162103851,1190.36524546308,3.8180750708198,5.46523304800869,0.0109217186280545,7.28660215190032,62.9539441135862,3299.01705851076,2886.68556666191,412.331491848847,1938.5744670483,824.136316945707,240.823358331712,101.519717994574,130.884196131423,144.593258550528,68.6274144286521,141.615547263843,122.563432318739,154.986350040434,87.8195503018813,68.0011362726053,60.2180492941987,64.67908016993,125.516330138375,159.034802021321,108.854495909716,85.4418524219168,44.5090907782343,30.8965589431313,100,1.85199417599784,98.1480058240022,94.699706873283,28.5892994785599,65.2021932016967,0.209134859552564,0.299357850413328,0.000598236558732818,0.399123246501773,3.44829895071914,106.185313640594,45.1420230612702,13.191086683077,5.56073717011867,7.16917490302727,7.92008807011734,3.75906298639385,7.75698409228089,6.71340550639199,8.48936910538829,4.81031121119623,3.72475863360449,3.2984404570567,3.54279318673087,6.8751503278866,8.71112284797414,5.96249924149753,4.68007293589745,2.4379830873047,1.69235737783487,100,12.4986165435283,87.5013834564717
12,"Arlington Park",850.93885603956,34.3662965174561,816.572559522103,770.617194127966,607.440786948155,146.037085149287,0.119168585472841,9.19505386873506,1.112856907453,6.71224266886335,45.955365394137,1420.53131033111,1228.27950905929,192.251801271824,833.986869675467,156.303604171048,11.0315589717415,30.0091226594367,50.4680599763562,34.5326701321518,77.1709430350116,126.829987432315,94.154772482971,94.8817716163704,43.0664541652924,43.3564611204188,22.3899465072198,59.0380602176015,48.1955656922849,33.8562191916497,26.4674195815007,25.8631794932656,7.73790820569667,4.93676919418243,100,4.03863289042926,95.9613671095707,90.5608186367906,71.3847749032529,17.1618776264341,0.0140043652522198,1.08057750606556,0.130779890888102,0.788804344897761,5.40054847278012,98.0078490665016,18.3683707779565,1.29639854772699,3.52658977157362,5.93086796050714,4.05818466121923,9.06891752413101,14.9047121931425,11.064810569491,11.1502455132874,5.06105155025266,5.09513237204944,2.63120509168275,6.93799087896591,5.66381066632646,3.97869000238435,3.11037854173041,3.03936990415951,0.9093377451008,0.580155572770428,100,13.533795409762,86.466204590238
13,"Arlington Rec Center",661.510546302571,27.0984488193457,634.412097483226,599.129788235823,484.179251831929,101.385492589195,0.0611693722516211,7.75489957368263,0.998738559936923,4.75023630882754,35.282309247403,1119.33674530305,967.793856636155,151.542888666897,644.281763799695,114.383492916987,5.96274926479123,18.673432708367,39.648050466828,25.4845898834393,61.9701487243323,99.4183771614959,71.7907411557682,79.3412656376164,33.0189342237363,30.4634021041674,15.1703036329304,49.6705015297022,38.2750290563077,23.8936759859155,19.9136169187612,21.7580578589609,6.3138549853668,3.51503250120827,100,4.09645000685311,95.9035499931469,90.5699526008439,73.1929754617197,15.3263607293756,0.00924692321135611,1.17230172928121,0.150978478804192,0.718089278451928,5.33359739230296,97.3955392549409,17.2912576460525,0.90138385519615,2.82284731705938,5.99356286735498,3.85248429157814,9.36797592581199,15.0289935235624,10.852546729154,11.9939532455052,4.99144486936625,4.60512720083432,2.29328220354504,7.50864847239838,5.78600436081346,3.61198715870308,3.01032493435908,3.28914753975954,0.954460215435307,0.531364544504255,100,13.53863252527,86.46136747473
