objectid,updatepknm,Tree_Canopy_Park,Pollution_Park,Sewershed_Park,Tree_Canopy_Walkshed,Pollution_Walkshed,Sewershed_Walkshed,percent_rank1,percent_rank2,total_population_18plus,total_asthma,total_obesity,total_depression,total_diabetes,asthma_rate,obesity_rate,depression_rate,diabetes_rate,Park Acreage,TotalCrimesInParks,ViolentCrimesInParks,NonViolentCrimeCount_Parks,TotalCrimeDensity_Parks,ViolentCrimeDensity_Parks,NonViolentCrimeDensity_Parks,TotalCrimesInWalkshedDifferences,Walkshed Acreage,ViolentCrimeCountsInWalksheds,NonViolentCrimeCount_Walksheds,TotalCrimeDensity_Walksheds,ViolentCrimeDensity_Walksheds,NonViolentCrimeDensity_Walksheds,sum_Total,sum_Hispanic.or.Latino,sum_Not.Hispanic.or.Latino,sum_Population.of.one.race,sum_White.alone,sum_Black.or.African.American.alone,sum_American.Indian.and.Alaska.Native.alone,sum_Asian.alone,sum_Native.Hawaiian.and.Other.Pacific.Islander.alone,sum_Some.Other.Race.alone,sum_Population.of.two.or.more.races,sum_Total.parcels,sum_Occupied,sum_Vacant,sum_Poverty.status.determined.total,sum_Below.poverty.level.,sum_Under.5.years,sum_X5.to.9.years,sum_X10.to.14.years,sum_X15.to.19.years,sum_X20.to.24.years,sum_X25.to.29.years,sum_X30.to.34.years,sum_X35.to.39.years,sum_X40.to.44.years,sum_X45.to.49.years,sum_X50.to.54.years,sum_X55.to.59.years,sum_X60.to.64.years,sum_X65.to.69.years,sum_X70.to.74.years,sum_X75.to.79.years,sum_X80.to.84.years,sum_X85.years.and.over,sum_Total_pct,sum_Hispanic.or.Latino_pct,sum_Not.Hispanic.or.Latino_pct,sum_Population.of.one.race_pct,sum_White.alone_pct,sum_Black.or.African.American.alone_pct,sum_American.Indian.and.Alaska.Native.alone_pct,sum_Asian.alone_pct,sum_Native.Hawaiian.and.Other.Pacific.Islander.alone_pct,sum_Some.Other.Race.alone_pct,sum_Population.of.two.or.more.races_pct,sum_Poverty.status.determined.total_pct,sum_Below.poverty.level._pct,sum_Under.5.years_pct,sum_X5.to.9.years_pct,sum_X10.to.14.years_pct,sum_X15.to.19.years_pct,sum_X20.to.24.years_pct,sum_X25.to.29.years_pct,sum_X30.to.34.years_pct,sum_X35.to.39.years_pct,sum_X40.to.44.years_pct,sum_X45.to.49.years_pct,sum_X50.to.54.years_pct,sum_X55.to.59.years_pct,sum_X60.to.64.years_pct,sum_X65.to.69.years_pct,sum_X70.to.74.years_pct,sum_X75.to.79.years_pct,sum_X80.to.84.years_pct,sum_X85.years.and.over_pct,sum_Total.parcels_pct,sum_Vacant_pct,sum_Occupied_pct
55,Liberty Green,7.83333333333333,8.43387985229492,1.0,8.72695652173913,8.519660473,1.0,100.0,0.0,2698,301.0,934.0,583.0,347.0,0.111564121571534,0.346182357301705,0.216085989621942,0.128613787991105,1.44486504023,1,0,1,0.6921061636599745,0.0,0.6921061636599745,5272,256.165906580473,997,4275,20.58041239903965,3.89200894572127,16.688403453318383,3125.241001,105.6479499,3019.593051,2888.64402,1109.856861,1412.762093,10.3264844,333.893147,0.895231855,20.9102026,130.949031,5794.484452,5125.695361,668.7890911,2974.960966,479.8129869,46.76075898,147.5911078,103.4985933,125.9139351,310.6551223,391.9721357,442.6948139,375.3448743,169.7954512,119.1762674,194.8168531,133.218762,189.8412387,99.26343221,64.07515817,42.66571352,31.46224373,57.36048957,100,3.380473693,96.61952631,92.42948045,35.5126808,45.20490077,0.330422019,10.68375677,0.02864521,0.669074884,4.190045853,95.19140974,15.35283157,1.496228898,4.722551244,3.311699588,4.028935212,9.940197323,12.54214109,14.16514162,12.01010976,5.43303544,3.81334647,6.233658559,4.262671645,6.074451176,3.176184883,2.050246946,1.365197548,1.006714161,1.83539412,100,11.54182217,88.45817783
59,Eleanor Street Park,20.0,8.11493587493896,1.0,23.251497005988,8.172206694,1.006,100.0,0.0,663,70.0,205.0,166.0,51.0,0.105580693815988,0.30920060331825,0.250377073906486,0.0769230769230769,0.61773385251,0,0,0,0.0,0.0,0.0,908,74.869864643185,163,745,12.127709918100544,2.177110921421133,9.950598996679412,748.164583,31.95155753,716.2130255,677.80374,580.0934107,81.58829806,0.000163887,10.54919346,1.464983663,4.107690285,38.40928547,1308.586897,1128.315732,180.2711644,717.4120537,110.2813281,0.017371975,8.535090812,44.56385572,24.92979691,76.49869682,114.0388253,78.5745847,103.1615634,36.64720791,26.6976105,12.03236854,65.06133551,44.85128031,21.41498333,20.81932055,28.13588065,7.913533964,3.518746862,100,4.270658923,95.72934108,90.59553946,77.53553481,10.90512701,2.19e-05,1.410009736,0.195810347,0.54903565,5.133801619,95.8896037,14.74024976,0.002321946,1.140803909,5.956424126,3.332127379,10.22484872,15.24247844,10.50231279,13.78861894,4.898281574,3.568414104,1.608251554,8.696126091,5.99484142,2.862335883,2.782719341,3.760653911,1.057726354,0.470317219,100,13.77601785,86.22398215
60,Enright Park,5.58333333333333,8.56536956515408,1.0,10.8510101010101,8.517030836,1.0,100.0,0.0,3218,330.0,951.0,729.0,263.0,0.102548166563083,0.295525170913611,0.226538222498446,0.081727781230578,2.3347763961,0,0,0,0.0,0.0,0.0,3667,176.820495662783,655,3012,20.7385460958858,3.704321705155494,17.0342243907303,3587.973076,191.3986157,3396.574461,3242.288567,1795.795538,922.3886388,6.852692149,492.4812392,0.376996909,24.39346211,154.2858936,7050.356885,6441.35114,609.0057446,3686.400934,429.3783472,146.7262785,90.71079554,77.20937062,75.93465898,493.1205579,833.0870884,515.741817,353.211224,237.5238967,140.3119638,164.3317378,130.157693,158.3659465,108.8072376,75.50584897,33.13258207,29.11700639,29.37368804,100,5.334449607,94.66555039,90.36546535,50.05041843,25.70779154,0.190990623,13.72589004,0.010507239,0.679867479,4.300085042,102.7432719,11.96715633,4.089391849,2.52819053,2.151893812,2.116366466,13.74370842,23.21887792,14.37418303,9.844310881,6.620002202,3.910619194,4.580071652,3.627610637,4.413799746,3.032554462,2.104415149,0.923434523,0.811516858,0.818670804,100,8.637942086,91.36205791
61,Esplen Park,29.0,8.41021060943604,0.0,30.4470198675497,8.560324678,0.0,0.0,0.0,251,34.0,106.0,62.0,39.0,0.135458167330677,0.422310756972112,0.247011952191235,0.155378486055777,0.19478817445,0,0,0,0.0,0.0,0.0,753,67.4858338163344,155,598,11.157897256620137,2.2967783197558047,8.86111893686433,354.9272844,7.173932779,347.7533516,320.8815017,119.5250156,190.1700147,0.851144567,2.188657458,0.243184162,7.903485264,26.8718499,471.6556822,409.6437209,62.01196131,330.0009078,72.46888027,30.51961233,25.65592909,26.02070533,14.22627348,30.39802025,51.55504234,33.80259852,16.05015469,11.91602394,21.03543001,14.95582596,7.538709022,18.96836463,15.68537845,8.63303775,1.21592081,0.0,1.823881215,100,2.021240151,97.97875985,90.40767386,33.67591641,53.57999315,0.239808153,0.616649538,0.068516615,2.226789997,7.571085988,92.97704693,20.41795135,8.598835218,7.228502912,7.331277835,4.008221994,8.56457691,14.52552244,9.523809524,4.522096608,3.357314149,5.926687222,4.21377184,2.124015074,5.344295992,4.419321686,2.432339842,0.342583076,0.0,0.513874615,100,13.14771848,86.85228152
62,Fairywood Park,19.8666666666667,8.66153563777341,0.0,28.8459119496855,8.668979017,0.0,0.0,0.0,352,40.0,126.0,82.0,44.0,0.113636363636364,0.357954545454545,0.232954545454545,0.125,3.55487677092,2,0,2,0.5626074063552986,0.0,0.5626074063552986,477,141.110042906318,119,358,3.380340549656533,0.8433134704593868,2.5370270791971468,426.261945,16.69352237,409.5684226,383.9557804,199.9281616,151.3979293,0.729996867,28.70307923,0.43448062,2.762132816,25.61264221,624.095227,568.286291,55.80893602,462.576361,67.54229981,33.42026559,45.78982621,7.215720982,4.441211775,23.69602063,53.66866949,42.97601516,28.09749767,35.20573946,32.15134735,8.035176654,39.97590683,28.40148198,20.18999327,26.48030067,10.48094877,6.382804646,15.96743384,100,3.916259138,96.08374086,90.07507823,46.90265315,35.51758046,0.171255463,6.73367153,0.101928081,0.64798954,6.008662634,108.5192723,15.8452568,7.840311803,10.74218019,1.692790329,1.041897319,5.559027943,12.59053737,10.08206706,6.591603591,8.259179567,7.542626717,1.885032607,9.378249056,6.662917559,4.73652258,6.212213167,2.458804708,1.497390213,3.74592056,100,8.942375075,91.05762493
63,Fifty-Seventh Street Park,10.4,8.47369194030762,2.0,29.1570438799076,8.494913665,1.987,0.0,100.0,644,66.0,199.0,159.0,51.0,0.102484472049689,0.309006211180124,0.246894409937888,0.0791925465838509,2.08456054375,0,0,0,0.0,0.0,0.0,520,96.0414455454406,89,431,5.414329168483513,0.926683261528909,4.487645906954604,712.317604,17.59930576,694.7182982,665.6793689,577.638045,62.24251665,1.570655154,20.40664583,0.086556416,3.734949803,29.03892934,1242.831808,1094.045818,148.7859897,746.6483459,79.551919,41.13193255,19.76321617,9.225923013,9.064681359,18.90798622,161.4646036,106.3262049,74.81121605,55.88751624,23.75783522,40.57505931,44.98140778,45.07829841,29.58239444,26.08183456,8.037875541,10.42545742,21.54490314,100,2.47071049,97.52928951,93.4526067,81.09276562,8.738028696,0.220499275,2.864824021,0.01215138,0.524337709,4.076682814,104.8195835,11.16804057,5.774381023,2.774494981,1.295197951,1.272561749,2.654431972,22.6675015,14.9267973,10.50250838,7.845870427,3.335286829,5.696203363,6.314796591,6.328398759,4.152978148,3.661545695,1.12841175,1.463596767,3.02462034,100,11.97153056,88.02846944
65,Fineview Park,29.3181818181818,8.87128282153756,0.921,38.8826666666667,8.847235563,0.826,92.0852506668493,0.0,466,60.0,190.0,115.0,68.0,0.128755364806867,0.407725321888412,0.246781115879828,0.145922746781116,5.21715430377,0,0,0,0.0,0.0,0.0,586,81.6993411495475,105,481,7.172640461412652,1.2852000826763283,5.887440378736324,587.2503332,13.8024815,573.4478517,541.0318976,230.680034,302.080585,1.030813685,3.012241553,0.027148006,4.201075318,32.41595417,1032.739547,859.7399167,172.9996299,590.3622019,156.0067438,25.19616811,28.48493282,16.02149779,75.99998199,36.11247857,43.52682447,93.4437256,66.02518238,36.9144744,30.61632654,11.26799848,40.13979999,34.34989592,7.599385988,18.87104535,13.8386879,0.381380143,12.51976412,100,2.350357372,97.64964263,92.12968762,39.28137983,51.43983203,0.175532244,0.512939948,0.004622902,0.715380661,5.519955006,100.529905,26.56562882,4.290532791,4.850560521,2.728222853,12.9416669,6.149418149,7.411971013,15.91207707,11.24310684,6.285986114,5.21350518,1.918772599,6.835211104,5.849276531,1.294062439,3.213458431,2.356522784,0.064943368,2.131929675,100,16.75152564,83.24847436
66,Fort Pitt Park,37.1627906976744,8.23652549673922,2.0,26.2608695652174,8.315675485,1.751,0.0,100.0,662,82.0,261.0,146.0,85.0,0.123867069486405,0.394259818731118,0.220543806646526,0.128398791540786,9.4787033635,2,1,1,0.2109993237789754,0.1054996618894877,0.1054996618894877,1083,76.24182023319,282,801,14.20480251766789,3.698757442273633,10.506045075394256,875.500978,24.83946031,850.6615177,814.6622999,203.0355887,572.7475559,2.519945249,20.51955417,0.719984357,15.1196715,35.99921785,1297.051819,1111.295855,185.7559641,986.378569,240.114783,74.87837312,47.51896756,72.71842005,84.23816976,29.15936646,104.3977318,122.0373485,80.2782558,114.8375049,57.59874855,26.99941338,32.75928824,65.87856866,17.63961674,33.83926478,15.1196715,0.0,6.479859212,100,2.837171053,97.16282895,93.05098684,23.19078947,65.41940789,0.287828947,2.34375,0.082236842,1.726973684,4.111842105,112.6644737,27.42598684,8.552631579,5.427631579,8.305921053,9.621710526,3.330592105,11.92434211,13.93914474,9.169407895,13.11677632,6.578947368,3.083881579,3.741776316,7.524671053,2.014802632,3.865131579,1.726973684,0.0,0.740131579,100,14.32139883,85.67860117
67,Four Mile Run Park,14.8888888888889,8.22022590869107,1.0,32.7643979057592,8.218657136,0.947,100.0,0.0,1000,136.25,395.0,317.5,113.75,0.13625,0.395,0.3175,0.11375,1.76412434405,1,0,1,0.5668534666350351,0.0,0.5668534666350351,481,128.397407871537,78,403,3.746181546602916,0.6074888994491215,3.138692647153795,1147.752137,47.72545867,1100.026678,1046.968208,841.8194016,111.9807329,1.522462414,87.43087743,0.004263174,4.210470581,53.05846981,1881.85943,1661.517631,220.3417993,1198.708253,344.1962171,31.86870181,27.6907402,49.9799157,52.23330326,275.2782,137.3283763,103.793303,71.34001884,49.16578415,29.26377708,59.08053407,65.77309148,77.87678959,66.06125539,48.63377722,12.55908545,15.81960157,34.54433007,100,4.158167704,95.8418323,91.21901626,73.34505202,9.756525762,0.132647317,7.617574792,0.000371437,0.366844935,4.622816035,104.4396446,29.98872371,2.776618818,2.412606286,4.354591389,4.550921893,23.98411566,11.96498546,9.043180985,6.215629365,4.283658691,2.549659996,5.147499376,5.730600657,6.785157449,5.755707464,4.237306616,1.094233245,1.378311663,3.009737814,100,11.70872786,88.29127214
70,Frazier Park,28.4117647058824,8.11887550354004,1.0,23.6279569892473,8.300704514,0.958,100.0,0.0,1580,254.666666666667,658.666666666667,606.666666666667,164.0,0.161181434599156,0.416877637130802,0.383966244725738,0.10379746835443,3.43397554269,19,7,12,5.532945638021748,2.038453656113276,3.4944919819084723,1128,103.696824347402,172,956,10.877864458230738,1.6586814599429849,9.219182998287751,2053.148918,86.28290864,1966.866009,1887.781229,1368.358993,242.8970587,2.736075588,265.7460521,0.342786386,7.700262687,79.08478021,3391.686047,2963.325628,428.3604192,2098.228021,1075.998419,32.70820916,56.78550572,25.4950531,176.3128516,1028.416734,146.9101017,79.5184399,57.57078053,55.54486781,43.45658825,77.09515862,57.4442943,107.4023055,94.79023437,23.14359683,17.70698721,22.42632268,26.71935763,100,4.202467142,95.79753286,91.94565541,66.64684581,11.83046473,0.133262403,12.94334034,0.016695642,0.375046477,3.851877452,102.1956081,52.40722724,1.593075343,2.765776278,1.241753722,8.587436114,50.08972927,7.155355386,3.872999139,2.804023616,2.705350174,2.116582381,3.754971593,2.797863019,5.231101583,4.616822168,1.127224461,0.862430731,1.092289141,1.301384298,100,12.62971906,87.37028094
71,Frick Park,66.3755057006252,8.48885154724121,0.001,24.7955082742317,8.604663213,0.23,0.102817125478748,0.0,6893,758.727272727273,2163.90909090909,1738.45454545455,666.545454545455,0.110072141698429,0.313928491354866,0.252205795075373,0.0966988908378724,605.859151282,121,13,108,0.1997163858034719,0.0214571323590507,0.1782592534444212,3482,747.220906914442,500,2982,4.659933853267699,0.6691461592859992,3.9907876939816993,8437.778536,342.2160098,8095.562526,7706.159976,6500.082047,397.0264386,6.714288222,734.5578709,2.046628132,65.73270269,389.4025507,12325.44662,11383.50904,941.9375732,8483.349149,764.5225117,422.819435,494.7672938,486.3804397,407.4551444,453.4995967,571.3820977,841.1326426,644.7158323,707.8012445,473.6203395,447.3374456,454.7087578,426.3064583,524.4410829,497.7399332,274.5096842,276.3944563,157.1676893,100,4.055759562,95.94424044,91.32925144,77.03546638,4.705343201,0.079574122,8.705583676,0.024255533,0.779028537,4.614988994,100.5400783,9.060708437,5.011027881,5.863715096,5.764318626,4.828938596,5.374632609,6.771712427,9.968650385,7.640824295,8.388478572,5.613092801,5.301602118,5.388962934,5.052354201,6.215392839,5.898945214,3.253340711,3.275678013,1.86266668,100,7.642218594,92.35778141
72,Friendship Park,13.5,8.15548229217529,1.125,10.6602739726027,8.331693278,1.437,87.5487644690871,12.4511695444725,5219,582.222222222222,1637.77777777778,1394.44444444444,403.333333333333,0.111558195482319,0.313810649123928,0.267186136126546,0.0772817270230568,1.95542981911,3,1,2,1.5341895529472025,0.5113965176490676,1.0227930352981351,6006,323.616937293838,999,5007,18.55897917526692,3.0869830496323094,15.47199612563461,5748.60278,265.7286988,5482.874081,5256.254606,4289.818666,607.4494261,5.79224682,321.8344696,0.93174197,30.42805464,226.6194751,10584.24326,9583.004178,1001.239078,5759.359828,687.7926573,217.7871508,108.1272303,102.496951,204.1041273,486.264032,1154.678533,933.6897448,393.8786668,396.4260907,289.0776215,138.9390617,278.8276078,301.2424644,271.5373066,289.9122326,85.00218445,25.56641344,141.2209758,100,4.622491917,95.37750808,91.43534189,74.6236752,10.56690555,0.100759211,5.598481613,0.016208147,0.529312179,3.942166189,100.1871246,11.96451875,3.788523214,1.880930627,1.782988926,3.550499749,8.458821224,20.08624665,16.24202925,6.851728705,6.896042497,5.028658835,2.416918807,4.850354399,5.240272739,4.723535735,5.043177337,1.478658166,0.444741347,2.456613916,100,9.459713406,90.54028659
73,Gardner Park,40.2142857142857,8.68455123901367,1.0,25.8537313432836,8.722958065,0.562,100.0,0.0,397,42.0,129.0,98.0,37.0,0.105793450881612,0.324937027707809,0.246851385390428,0.0931989924433249,3.42606895594,0,0,0,0.0,0.0,0.0,1237,74.8143955193475,266,971,16.534251081131888,3.55546547096288,12.978785610169007,460.1744044,16.53645872,443.6379457,421.1375183,350.3831621,57.47097128,0.406634231,11.79239269,0.0,1.084357949,22.50042743,904.7611634,731.1283469,173.6328165,487.8255321,53.54017371,25.48241179,17.07863769,12.19902692,9.894766281,18.16299564,43.50986269,76.44723538,53.40462897,34.56390961,32.12410423,29.27766461,23.04260641,41.88332577,33.20846218,14.90992179,7.048326666,3.117529102,12.47011641,100,3.593519882,96.40648012,91.51693667,76.14138439,12.48895434,0.088365243,2.562592047,0.0,0.235640648,4.889543446,106.0088365,11.634757,5.537555228,3.711340206,2.65095729,2.150220913,3.946980854,9.455081001,16.61266568,11.60530191,7.511045655,6.980854197,6.362297496,5.00736377,9.101620029,7.216494845,3.24005891,1.531664212,0.677466863,2.709867452,100,19.19101124,80.80898876
74,Garland Park,13.7333333333333,8.60544109344482,1.0,9.84305993690852,8.568418975,1.0,100.0,0.0,4291,464.0,1388.0,963.0,432.0,0.108133302260545,0.323467723141459,0.22442321137264,0.100675833139128,3.20147600825,11,3,8,3.4359151752671893,0.93706777507287,2.4988474001943195,6765,281.7718305756,1244,5521,24.008787486600564,4.414919679723741,19.593867806876823,4878.324192,208.0236109,4670.300581,4446.283675,2077.967936,1797.800187,11.44315316,522.114798,0.726701946,36.23089924,224.0169063,9155.466469,8195.2445,960.2219689,4797.890079,590.5050013,81.17780452,176.4534677,135.0855173,159.4971186,593.268756,817.9228827,672.5774431,552.4156459,314.9020336,212.4556181,285.77463,196.5750538,252.7344413,130.6522939,101.0621837,78.00309817,53.82677989,55.27662056,100,4.264243267,95.73575673,91.14366942,42.59593775,36.85282314,0.234571396,10.70274909,0.014896549,0.742691503,4.592087313,98.35119376,12.1046691,1.664051041,3.617091869,2.769096763,3.269506337,12.16132288,16.76647247,13.78705917,11.3238814,6.455127236,4.355094285,5.858049173,4.029561096,5.180763544,2.678220814,2.071657801,1.598973235,1.103386691,1.133106747,100,10.48796336,89.51203664
75,Gladstone Park,31.125,8.30572509765625,2.0,44.5912240184757,8.324409143,2.0,0.0,100.000000136994,218,28.0,89.0,51.0,39.0,0.128440366972477,0.408256880733945,0.23394495412844,0.178899082568807,3.34405358878,15,1,14,4.485574050107373,0.2990382700071582,4.186535780100215,312,97.4678461137783,65,247,3.201055655172572,0.6668865948276191,2.534169060344953,284.8779998,6.93021375,277.9477861,264.5392346,127.4348795,128.099396,0.874960095,6.3800788,0.061126106,1.688794085,13.40855149,438.5791665,361.8461502,76.7330163,277.294018,82.73114001,20.08740326,12.93519501,27.70645904,19.87832137,17.34107326,10.69980823,19.23495309,8.928407567,21.14528777,8.990563123,27.18614546,9.0203845,16.82681475,25.38092727,15.33328214,17.72074251,5.385152345,5.41268787,100,2.432695313,97.56730469,92.86053495,44.73314176,44.9664053,0.307135018,2.23958284,0.021456941,0.592813094,4.706769739,97.33781414,29.04090174,7.051230097,4.540608618,9.725727875,6.977836612,6.08719286,3.755926479,6.751996679,3.134116209,7.422576607,3.155934515,9.543083524,3.166402637,5.906674,8.909402372,5.382403046,6.220467189,1.890336336,1.900002062,100,17.49581881,82.50418119
81,Granville Park,13.5,8.29966449737549,0.0,15.2396166134185,8.368784641,0.03,0.0,0.0,1356,171.0,548.0,283.0,245.0,0.126106194690265,0.404129793510324,0.208702064896755,0.180678466076696,0.64323089774,0,0,0,0.0,0.0,0.0,3908,138.655503736914,753,3155,28.18496125054703,5.430725645256375,22.754235605290656,912.8286119,17.1060966,895.7225153,863.8345779,285.3193943,568.9431602,1.563838494,3.755963398,0.038987942,4.213233492,31.88793744,1642.675425,1432.716856,209.9585687,967.6845741,405.7809714,114.6238364,42.5895175,69.02105028,69.17692815,35.13328655,68.22072918,63.04591171,83.80085335,47.51261513,31.40512886,27.53080208,36.85586756,60.3782688,85.02951795,55.43510732,40.02379007,23.12569015,15.88360314,100,1.873965866,98.12603413,94.63272367,31.25662261,62.32748983,0.171317866,0.41146425,0.004271113,0.461558001,3.493310466,106.0094482,44.45313896,12.55699426,4.665664172,7.561227746,7.578304103,3.84883713,7.473552899,6.906653767,9.180349111,5.204987498,3.440418985,3.015988074,4.037545174,6.61441458,9.314948813,6.072893267,4.384589785,2.53340987,1.740042209,100,12.78150056,87.21849944
83,Hays Park,32.8,8.19178485870361,0.0,50.91846921797,8.171764174,0.0,0.0,0.0,82,9.0,30.0,20.0,12.0,0.109756097560976,0.365853658536585,0.24390243902439,0.146341463414634,1.26313166934,0,0,0,0.0,0.0,0.0,343,133.478099394474,64,279,2.569709949092969,0.479479407410933,2.090230541682036,102.5977454,0.925864181,101.6718812,96.62600946,82.37824759,12.34807061,0.000771098,0.914297706,0.0,0.984622457,5.045871725,144.0528995,132.5795699,11.47332966,106.9892584,27.11108388,9.493829721,4.535246911,2.45465423,7.101248906,2.759086184,2.421111453,11.47733995,4.222332875,8.497871534,8.496098592,6.066350254,7.487031734,6.742299717,5.794844782,10.53374051,4.070116898,4.216549637,0.622203326,100,0.902421567,99.09757843,94.17946673,80.29245409,12.03542101,0.000751574,0.891147952,0.0,0.9596921,4.918111706,104.2803212,26.42463904,9.253448687,4.420415765,2.392503092,6.921447329,2.689226917,2.359809608,11.18673701,4.115424623,8.282707875,8.280979823,5.912752013,7.297462247,6.57158663,5.648120982,10.26702924,3.96706271,4.109787815,0.606449317,100,7.964664159,92.03533584
84,Hazelwood Senior Center,8.66666666666667,8.45078086853027,0.489,18.794830371567,8.539178334,1.849,0.0,24.4436939454672,355,45.0,149.0,82.0,67.0,0.126760563380282,0.419718309859155,0.230985915492958,0.188732394366197,1.30666391435,0,0,0,0.0,0.0,0.0,2898,137.184633421121,720,2178,21.124814986412485,5.248401238860245,15.876413747552242,463.5359879,10.45172028,453.0842676,432.639794,187.3966457,231.5739517,1.464335771,9.276189332,0.13061455,2.798056992,20.44447361,706.1466725,582.6101892,123.5364833,437.0971023,123.2829232,22.76002484,17.81187098,42.08008205,34.47174982,27.12505156,15.06170136,27.32171368,9.959394122,34.94995269,13.94239759,44.21053814,17.24838462,27.84995537,44.91257398,27.79951168,34.11689743,10.08852808,10.85661149,100,2.254780762,97.74521924,93.33467202,40.42763681,49.95813869,0.315905519,2.001179968,0.028177866,0.603633173,4.410547217,94.29626043,26.5961924,4.910087984,3.842608005,9.078061499,7.436693315,5.851768205,3.249305717,5.894194711,2.148569773,7.539857444,3.007834979,9.537671139,3.721045413,6.008153864,9.689123424,5.997271496,7.36013995,2.176428226,2.34212915,100,17.49445096,82.50554904
86,Herschel Park,35.8369565217391,8.49885699817406,0.0,33.9319526627219,8.675839799,0.0,0.0,0.0,343,40.0,125.0,83.0,43.0,0.116618075801749,0.364431486880466,0.24198250728863,0.12536443148688,20.4066995888,0,0,0,0.0,0.0,0.0,430,75.9849620073862,97,333,5.659014476551312,1.276568381919715,4.3824460946315975,438.2697861,10.85034762,427.4194384,401.1783831,267.024798,125.344768,0.721579896,4.767471916,0.457705371,2.862059909,26.2410553,682.0567248,592.3456415,89.71108334,486.9241808,105.5100473,37.66939534,40.74019963,38.46575509,18.01258909,17.02784301,51.38281752,35.10372183,34.37098609,43.8474949,26.54375053,26.50817082,28.11253927,43.60364106,22.02936237,11.78991542,7.245872579,6.976226181,1.521707352,100,2.475723394,97.52427661,91.53685604,60.92703776,28.59991083,0.164642857,1.087793881,0.104434617,0.653036098,5.987420564,111.1014714,24.07422338,8.595024466,9.295689761,8.77672984,4.109931751,3.885242275,11.72401547,8.009614841,7.842426557,10.0046812,6.056486525,6.048368304,6.414436989,9.949041081,5.026438754,2.690104541,1.653290464,1.591765256,0.347207907,100,13.1530238,86.8469762
87,Heth's Park,29.6363636363636,8.29088878631592,1.0,18.9887766554433,8.328692442,1.0,100.0,0.0,2475,294.0,861.6,668.4,236.4,0.118787878787879,0.348121212121212,0.270060606060606,0.0955151515151515,5.10806964713,0,0,0,0.0,0.0,0.0,2007,198.374260585608,341,1666,10.11723997899356,1.7189730108803212,8.39826696811324,2925.148059,124.6456271,2800.502432,2653.108183,2047.359232,464.2899114,3.840533621,118.4079949,2.193569863,17.01694081,147.3942492,4773.281069,4296.294847,476.9862215,3102.975226,212.3637415,151.8424402,93.88233164,116.1243447,108.4340005,221.6557269,363.3336983,397.3705553,316.0135162,231.382721,182.0984636,190.9104706,175.7349411,149.081588,125.0955483,104.4007297,73.18571004,70.20448115,55.33308841,100,4.261173267,95.73882673,90.69996216,69.99164455,15.87235593,0.131293649,4.047931676,0.074990046,0.581746307,5.038864572,106.0792536,7.259931369,5.190931781,3.209489904,3.969862117,3.706957676,7.577590002,12.42103616,13.5846305,10.80333405,7.910119977,6.225273386,6.526523332,6.007728071,5.096548449,4.276554408,3.569075055,2.501948912,2.400031716,1.891633767,100,9.992837518,90.00716248
89,Highland Park,44.806319485079,8.50892814453803,0.571,30.905065815716,8.441583633,0.888,57.0676764769996,0.0,5146,576.0,1719.0,1254.375,528.75,0.111931597357171,0.334045860862806,0.24375728721337,0.102749708511465,377.910576753,51,6,45,0.1349525605718447,0.0158767718319817,0.1190757887398629,4446,558.046512150042,579,3867,7.967077838853339,1.0375479236833296,6.92952991517001,6184.942188,274.6171807,5910.325007,5597.031131,3970.093393,1302.72376,8.948770201,267.3747717,3.281161482,44.60927472,313.2938758,9466.345984,8525.920315,940.4256698,6384.383823,595.1119209,340.768056,294.5946118,356.1003133,279.4477912,398.2329034,635.4000041,743.6208619,569.3838945,433.6396141,443.6673187,408.5946839,325.3202944,309.3948632,288.5355028,271.7118176,139.311084,117.2528263,157.8063278,100,4.440092928,95.55990707,90.49447774,64.18966051,21.06282841,0.1446864,4.322995488,0.053050803,0.721256131,5.065429333,103.2246322,9.621947997,5.509640117,4.763094025,5.75753665,4.518195688,6.438749002,10.27333781,12.02308509,9.20596955,7.011215319,7.173346253,6.606281377,5.259876075,5.002388929,4.665128534,4.393118146,2.252423382,1.895778857,2.551460031,100,9.934410503,90.0655895
90,Homewood Park,5.92857142857143,8.74636251176068,1.0,11.7830271216098,8.715636253,0.994,100.0,0.0,1876,237.0,759.0,392.0,338.0,0.126332622601279,0.404584221748401,0.208955223880597,0.180170575692964,2.68817571646,7,2,5,2.603996441578658,0.743998983308188,1.85999745827047,5536,254.98428634632,1316,4220,21.711141809268188,5.161102352058695,16.550039457209493,2393.01334,70.00252054,2323.01082,2217.238097,506.2394925,1624.842697,8.286137363,54.24261701,0.462052135,23.16510056,105.7727228,4194.006568,3407.20024,786.8063282,2427.524287,517.4486876,127.1703914,185.3303456,193.4760602,112.2164005,157.1135981,248.5621656,288.6367729,161.2707678,91.66245655,81.98480015,135.507448,101.6167662,142.8321657,81.19386717,108.3131404,88.6286796,85.94736992,47.29084157,100,2.925287518,97.07471248,92.65464841,21.15489638,67.89944168,0.346263735,2.266707673,0.019308381,0.968030565,4.420064069,101.4421544,21.62330978,5.314236626,7.744643227,8.085038931,4.689334514,6.565512838,10.38699457,12.06164496,6.739233963,3.83041979,3.426006816,5.662628191,4.246393638,5.968715815,3.392955058,4.526223846,3.703643357,3.591595938,1.976204678,100,18.76025503,81.23974497
